---,Name,ShortDesc,LongDesc,Icon,ItemClass,BuildingClass,VisualObject,ActionBlueprint_Use,MaxStackSize,EquipLocation,GUICategory,ItemTags,ArmourValue,ArmorType,SoundPhysicalSurface,WeaponType,WeaponArcheType,CompatableAmmunitions,SoundTransmitterType,KnockbackResponseWeapon,WeaponStaminaAttackSingleBasic,WeaponStaminaAttackSingleSpecial,WeaponStaminaAttackDualBasic,WeaponStaminaAttackDualSpecial,WeaponStaminaHeavyChargedRegenModifier,WeaponSpeedHeavyChargedModifier,EncumbranceWeight,ConeAngle,ConeMaxDistance,DamageHealthLight_OnHit,DamageHealthHeavy_OnHit,DamageStaminaLight_OnHit,DamageStaminaHeavy_OnHit,DamageHealthLight_OnBlock,DamageHealthHeavy_OnBlock,DamageStaminaLight_OnBlock,DamageStaminaHeavy_OnBlock,HarvestDamage,WeaponUsage,MaxAttackReach,MinAttackReach,MinAttackDistance,WeaponEffectWidth,WeaponEffectHeight,ItemTier,ArmorPen,DamageConcussiveLightOnHit,DamageConcussiveHeavyOnHit,DamageConcussiveLightOnBlock,DamageConcussiveHeavyOnBlock,DamageTier,CoolDownTime,ReuseTime,SelectionWeight,KnockbackOffenseBasic,KnockbackOffenseSpecial,KnockbackOffenseBasicOnBlock,KnockbackOffenseSpecialOnBlock,KnockbackDefense,VisualStaticMesh,VisualSkeletalMesh,VisualDestructibleMesh,WeaponStatusDefault,WeaponStatusCurrent,WeaponStatusDecrement,PerishRate,PerishTo,MaxDurability,RepairItem1,RepairItem1_Amount,RepairItem1_Weight,RepairItem2,RepairItem2_Amount,RepairItem2_Weight,RepairItem3,RepairItem3_Amount,RepairItem3_Weight,AffectedByDamageTiers,BuildingPieceScore,BuildingMaxHealth,RepairXP,FirstModifier,SecondModifier,ThirdModifier,FourthModifier,FoodAmount,DrinkAmount,BurnTime,ItemFlags,ItemContainerSize,AvatarType,DyeColourID,WarPaintID,StaminaCostMultiplier,StaminaClimbingCostMultiplier,LeavesGhostItem,DLCPackage,SpawnTemplateID
4160,"NSLOCTEXT("""", ""ItemTable_4160_Name"", ""Standing Sign (Blacksmith)"")","NSLOCTEXT("""", ""ItemTable_4160_ShortDesc"", ""A sign made out of wood"")","NSLOCTEXT("""", ""ItemTable_4160_LongDesc"", ""In the Western kingdoms of Aquilonia and Nemedia, the practise of using wooden signs to provide warning and information for travellers and merchants has been established for centuries."")",/Game/UI/Textures/Icons/icon_sign_standing_blacksmith.icon_sign_standing_blacksmith,/Script/ConanSandbox.BuildingItem,/Game/Systems/Building/Placeables/BP_PL_Sign3.BP_PL_Sign3_C,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,BuildingItem,,0.000000,0,0,None,None,,0,False,0,0,0,0,0.000000,0.000000,1.500000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,8,1,0,0,0,0,0,0,30,1,5000,112.000000,,,,,0,0,0.000000,65,0,None,-1,-1,1.000000,1.000000,True,None,None
4161,"NSLOCTEXT("""", ""ItemTable_4161_Name"", ""Standing Sign (Armorsmith)"")","NSLOCTEXT("""", ""ItemTable_4161_ShortDesc"", ""A sign made out of wood"")","NSLOCTEXT("""", ""ItemTable_4161_LongDesc"", ""In the Western kingdoms of Aquilonia and Nemedia, the practise of using wooden signs to provide warning and information for travellers and merchants has been established for centuries."")",/Game/UI/Textures/Icons/icon_sign_standing_armorsmith.icon_sign_standing_armorsmith,/Script/ConanSandbox.BuildingItem,/Game/Systems/Building/Placeables/BP_PL_Sign2.BP_PL_Sign2_C,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,BuildingItem,,0.000000,0,0,None,None,,0,False,0,0,0,0,0.000000,0.000000,1.500000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,8,1,0,0,0,0,0,0,30,1,5000,112.000000,,,,,0,0,0.000000,65,0,None,-1,-1,1.000000,1.000000,True,None,None
4162,"NSLOCTEXT("""", ""ItemTable_4162_Name"", ""Standing Sign (Smeltery)"")","NSLOCTEXT("""", ""ItemTable_4162_ShortDesc"", ""A sign made out of wood"")","NSLOCTEXT("""", ""ItemTable_4162_LongDesc"", ""In the Western kingdoms of Aquilonia and Nemedia, the practise of using wooden signs to provide warning and information for travellers and merchants has been established for centuries."")",/Game/UI/Textures/Icons/icon_sign_standing_forge.icon_sign_standing_forge,/Script/ConanSandbox.BuildingItem,/Game/Systems/Building/Placeables/BP_PL_Sign5.BP_PL_Sign5_C,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,BuildingItem,,0.000000,0,0,None,None,,0,False,0,0,0,0,0.000000,0.000000,1.500000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,8,1,0,0,0,0,0,0,30,1,5000,112.000000,,,,,0,0,0.000000,65,0,None,-1,-1,1.000000,1.000000,True,None,None
4163,"NSLOCTEXT("""", ""ItemTable_4163_Name"", ""Standing Sign (Tannery)"")","NSLOCTEXT("""", ""ItemTable_4163_ShortDesc"", ""A sign made out of wood"")","NSLOCTEXT("""", ""ItemTable_4163_LongDesc"", ""In the Western kingdoms of Aquilonia and Nemedia, the practise of using wooden signs to provide warning and information for travellers and merchants has been established for centuries."")",/Game/UI/Textures/Icons/icon_sign_standing_tannery.icon_sign_standing_tannery,/Script/ConanSandbox.BuildingItem,/Game/Systems/Building/Placeables/BP_PL_Sign8.BP_PL_Sign8_C,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,BuildingItem,,0.000000,0,0,None,None,,0,False,0,0,0,0,0.000000,0.000000,1.500000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,8,1,0,0,0,0,0,0,30,1,5000,112.000000,,,,,0,0,0.000000,65,0,None,-1,-1,1.000000,1.000000,True,None,None
4164,"NSLOCTEXT("""", ""ItemTable_4164_Name"", ""Standing Sign (Prison)"")","NSLOCTEXT("""", ""ItemTable_4164_ShortDesc"", ""A sign made out of wood"")","NSLOCTEXT("""", ""ItemTable_4164_LongDesc"", ""In the Western kingdoms of Aquilonia and Nemedia, the practise of using wooden signs to provide warning and information for travellers and merchants has been established for centuries."")",/Game/UI/Textures/Icons/icon_sign_standing_prison.icon_sign_standing_prison,/Script/ConanSandbox.BuildingItem,/Game/Systems/Building/Placeables/BP_PL_Sign7.BP_PL_Sign7_C,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,BuildingItem,,0.000000,0,0,None,None,,0,False,0,0,0,0,0.000000,0.000000,1.500000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,8,1,0,0,0,0,0,0,30,1,5000,112.000000,,,,,0,0,0.000000,65,0,None,-1,-1,1.000000,1.000000,True,None,None
4165,"NSLOCTEXT("""", ""ItemTable_4165_Name"", ""Standing Sign (Farm)"")","NSLOCTEXT("""", ""ItemTable_4165_ShortDesc"", ""A sign made out of wood"")","NSLOCTEXT("""", ""ItemTable_4165_LongDesc"", ""In the Western kingdoms of Aquilonia and Nemedia, the practise of using wooden signs to provide warning and information for travellers and merchants has been established for centuries."")",/Game/UI/Textures/Icons/icon_sign_standing_planter.icon_sign_standing_planter,/Script/ConanSandbox.BuildingItem,/Game/Systems/Building/Placeables/BP_PL_Sign6.BP_PL_Sign6_C,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,BuildingItem,,0.000000,0,0,None,None,,0,False,0,0,0,0,0.000000,0.000000,1.500000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,8,1,0,0,0,0,0,0,30,1,5000,112.000000,,,,,0,0,0.000000,65,0,None,-1,-1,1.000000,1.000000,True,None,None
4166,"NSLOCTEXT("""", ""ItemTable_4166_Name"", ""Standing Sign (Cook)"")","NSLOCTEXT("""", ""ItemTable_4166_ShortDesc"", ""A sign made out of wood"")","NSLOCTEXT("""", ""ItemTable_4166_LongDesc"", ""In the Western kingdoms of Aquilonia and Nemedia, the practise of using wooden signs to provide warning and information for travellers and merchants has been established for centuries."")",/Game/UI/Textures/Icons/icon_sign_standing_cooking.icon_sign_standing_cooking,/Script/ConanSandbox.BuildingItem,/Game/Systems/Building/Placeables/BP_PL_Sign4.BP_PL_Sign4_C,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,BuildingItem,,0.000000,0,0,None,None,,0,False,0,0,0,0,0.000000,0.000000,1.500000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,8,1,0,0,0,0,0,0,30,1,5000,112.000000,,,,,0,0,0.000000,65,0,None,-1,-1,1.000000,1.000000,True,None,None
4167,"NSLOCTEXT("""", ""ItemTable_4167_Name"", ""Standing Sign (Tavern)"")","NSLOCTEXT("""", ""ItemTable_4167_ShortDesc"", ""A sign made out of wood"")","NSLOCTEXT("""", ""ItemTable_4167_LongDesc"", ""In the Western kingdoms of Aquilonia and Nemedia, the practise of using wooden signs to provide warning and information for travellers and merchants has been established for centuries."")",/Game/UI/Textures/Icons/icon_sign_standing_tavern.icon_sign_standing_tavern,/Script/ConanSandbox.BuildingItem,/Game/Systems/Building/Placeables/BP_PL_Sign9.BP_PL_Sign9_C,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,BuildingItem,,0.000000,0,0,None,None,,0,False,0,0,0,0,0.000000,0.000000,1.500000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,8,1,0,0,0,0,0,0,30,1,5000,112.000000,,,,,0,0,0.000000,65,0,None,-1,-1,1.000000,1.000000,True,None,None
4168,"NSLOCTEXT("""", ""ItemTable_4168_Name"", ""Standing Waymarker, Left"")","NSLOCTEXT("""", ""ItemTable_4168_ShortDesc"", ""A sign made out of wood"")","NSLOCTEXT("""", ""ItemTable_4168_LongDesc"", ""In the Western kingdoms of Aquilonia and Nemedia, the practise of using wooden signs to provide warning and information for travellers and merchants has been established for centuries.\nOnce a signpost is placed, it can be used to write a custom message for any travellers to read."")",/Game/UI/Textures/Icons/icon_sign_standing_arrow_left.icon_sign_standing_arrow_left,/Script/ConanSandbox.BuildingItem,/Game/Systems/Building/Placeables/BP_PL_Signpost_ArrowLeft.BP_PL_Signpost_ArrowLeft_C,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,BuildingItem,,0.000000,0,0,None,None,,0,False,0,0,0,0,0.000000,0.000000,1.500000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,8,1,0,0,0,0,0,0,30,1,5000,112.000000,,,,,0,0,0.000000,65,0,None,-1,-1,1.000000,1.000000,True,None,None
4169,"NSLOCTEXT("""", ""ItemTable_4169_Name"", ""Standing Waymarker, Right"")","NSLOCTEXT("""", ""ItemTable_4169_ShortDesc"", ""A sign made out of wood"")","NSLOCTEXT("""", ""ItemTable_4169_LongDesc"", ""In the Western kingdoms of Aquilonia and Nemedia, the practise of using wooden signs to provide warning and information for travellers and merchants has been established for centuries.\nOnce a signpost is placed, it can be used to write a custom message for any travellers to read."")",/Game/UI/Textures/Icons/icon_sign_standing_arrow_right.icon_sign_standing_arrow_right,/Script/ConanSandbox.BuildingItem,/Game/Systems/Building/Placeables/BP_PL_Signpost_ArrowRight.BP_PL_Signpost_ArrowRight_C,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,BuildingItem,,0.000000,0,0,None,None,,0,False,0,0,0,0,0.000000,0.000000,1.500000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,8,1,0,0,0,0,0,0,30,1,5000,112.000000,,,,,0,0,0.000000,65,0,None,-1,-1,1.000000,1.000000,True,None,None
4176,"NSLOCTEXT("""", ""ItemTable_4176_Name"", ""Petrified Egg"")","NSLOCTEXT("""", ""ItemTable_4176_ShortDesc"", ""A decorative egg"")","NSLOCTEXT("""", ""ItemTable_4176_LongDesc"", ""An imitation of a serpentman egg made out of corrupted stone and infused with a fragment of power."")",/Game/UI/Textures/Icons/icon_SerpentEgg.icon_SerpentEgg,/Script/ConanSandbox.BuildingItem,/Game/Systems/Building/Placeables/BP_PL_SerpentEgg.BP_PL_SerpentEgg_C,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,BuildingItem,,0.000000,0,0,None,None,,0,False,0,0,0,0,0.000000,0.000000,1.350000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11103,1,1,11500,8,1,0,0,0,30,1,5000,0.000000,,,,,0,0,0.000000,65,0,None,-1,-1,1.000000,1.000000,True,None,None
